Food;alcohol;hyper
Food;beverage;hyper
Food;breakfast_food;hyper
Food;brewing;hyper
Food;butter;hyper
Food;canned_food;hyper
Food;canned_foods;hyper
Food;cheese;hyper
Food;chocolate;hyper
Food;cocoa;hyper
Food;coconut;hyper
Food;coconut_meat;hyper
Food;drink;hyper
Food;eatable;hyper
Food;edible;hyper
Food;egg;hyper
Food;eggs;hyper
Food;fish;hyper
Food;food_grain;hyper
Food;fresh_food;hyper
Food;fresh_foods;hyper
Food;frozen dinner;hyper
Food;frozen meal;hyper
Food;frozen_food;hyper
Food;frozen_foods;hyper
Food;fruit;hyper
Food;fruit_crush;hyper
Food;fruit_drink;hyper
Food;fruit_juice;hyper
Food;health_food;hyper
Food;hot_chocolate;hyper
Food;ice-cream_float;hyper
Food;ice-cream_soda;hyper
Food;java;hyper
Food;junk_food;hyper
Food;meat;hyper
Food;milk;hyper
Food;milk_shake;hyper
Food;milkshake;hyper
Food;pasta;hyper
Food;sangria;hyper
Food;seafood;hyper
Food;solid_food;hyper
Food;tapioca;hyper
Food;tea;hyper
Food;tea-like_drink;hyper
Food;toast;hyper
Food;water;hyper
Food;yoghourt;hyper
Food;yoghurt;hyper
Food;yogurt;hyper
Beef;food;hypo
Beverage;food;hypo
Brown Rice;food;hypo
Caviar;food;hypo
Chocolate;food;hypo
Corn Syrup;food;hypo
Egg Poultry;food;hypo
Egg White;food;hypo
Egg Yolk;food;hypo
Enriched Food;food;hypo
Food Oil;food;hypo
Fortified Food;food;hypo
Fruit;food;hypo
Juice;food;hypo
Lamb;food;hypo
Melizame;food;hypo
Popcor;food;hypo
Pork;food;hypo
Food Product;canned_food;hyper
Food Product;canned_foods;hyper
Food Product;canned_goods;hyper
Food Product;dehydrated_food;hyper
Food Product;dehydrated_foods;hyper
Food Product;end_product;hyper
Food Product;whiskey_neat;hyper
Food Product;whiskey_on_the_rocks;hyper
Food Product;whisky_neat;hyper
Food Product;whisky_on_the_rocks;hyper
Food Product;yoghourt;hyper
Food Product;yoghurt;hyper
Food Product;yogurt;hyper
Food Component;Artificial food additives;hyper
Beverage;whiskey_neat;hyper
Beverage;whiskey_on_the_rocks;hyper
Beverage;whisky_neat;hyper
Beverage;whisky_on_the_rocks;hyper
Beverage;wish-wash;hyper
Drink;whiskey_neat;hyper
Drink;whiskey_on_the_rocks;hyper
Drink;whisky_neat;hyper
Drink;whisky_on_the_rocks;hyper
Drink;wish-wash;hyper
Food;cereal;hyper
Food;food_color;rel
Food;food_coloring;rel
Food;food_colour;rel
Food;food_colouring;rel
Food;dehydrated_food;hyper
Food;dehydrated_foods;hyper
Food;Bags;dsj
Food;job;dsj
Food;newspaper;dsj
Food;nightcap;dsj
Aspartame;food_product;hypo
Saccharin;food_product;hypo
Saccharin Calcium;food_product;hypo
Saccharin Sodium Anhydrous;food_product;hypo
Saccharin Sodium Dihydrate;food_product;hypo
Salt Substitute;food_product;hypo
Potassium Saccharin;food_product;hypo
Sodium Cyclamate;food_product;hypo
Vegetable;food;hypo
Fruit;fruit;eqv
Enriched Food;food;hypo
Fortified Food;food;hypo
AAAA_battery;food;dsj
AAA_battery;food;dsj
AC_converter;food;dsj
AC_power_plugs_and_sockets;food;dsj
ADO.NET_data_provider;food;dsj
Aachener_Printen;food;dsj
Absorption_wavemeter;food;dsj
Academic_dress;food;dsj
Accordion;food;dsj
Acetic_acid;food;dsj
Action_film;food;dsj
ActualProductOrServiceInstance;food;dsj
Advocacy;food;dsj
Aerated_Bread_Company;food;dsj
African_red_slip;food;dsj
Air_filter;food;dsj
Aircraft_lavatory;food;dsj
Alloy-junction_transistor;food;dsj
Allura_Red_AC;food;dsj
Aluminium;food;dsj
Amiga_4000;food;dsj
Ammeter;food;dsj
Analog-to-digital_converter;food;dsj
Anamosa_Limestone;food;dsj
Anchovy;food;hypo
Angle_grinder;food;dsj
Angry_Birds;food;dsj
Anthotyros;food;dsj
Antibody;food;dsj
Antivirus_software;food;dsj
Antonov_A-1;food;dsj
Apfelschorle;food;dsj
Apple;food;dsj
Apple_II_series;food;dsj
Application_programming_interface;food;dsj
Application_server;food;dsj
Arany_galuska;food;dsj
Armoire_desk;food;dsj
Army_men;food;dsj
Aspic;food;hypo
Athlon_II;food;dsj
Atomic_battery;food;dsj
Auction;food;dsj
Audi;food;dsj
Audiobook;food;dsj
Autogyro;food;dsj
Automobile;food;dsj
Automotive_lighting;food;dsj
Award_pin;food;dsj
BBC_Master;food;dsj
BMW;food;dsj
BMX_bike;food;dsj
BNC_connector;food;dsj
Backsaw;food;dsj
Bakery_mix;food;hypo
Bakewell_tart;food;hypo
Ball-peen_hammer;food;dsj
Ball_head;food;dsj
Bamboo_shoot;food;hypo
Band_knife;food;dsj
Bankruptcy;food;dsj
Bappir;food;dsj
Bath_brick;food;dsj
Bathroom;food;dsj
Bathroom_cabinet;food;dsj
Beaverboard;food;dsj
Bebinca;food;dsj
Bed;food;dsj
American_cheese;food;hypo
Angel_food_cake;food;hypo
feeds;provender;eqv
Pasta;pasta;eqv
Coffee;coffee;eqv
Pickaxe;pick;eqv
Egg;Yolk;eqv
Chocolate;cocoa;eqv
Drink;drink;eqv
Nut;egg;eqv
Nut;eggs;eqv
Ingredient;ingredient;eqv
Drink;drinkable;eqv
Fruit;yield;eqv
Fruit juice;fruit_crush;eqv
Beverage;potable;eqv
Beverage;drinkable;eqv
Book;volume;eqv
Cereals;food_grain;eqv
Yogurt;yoghurt;eqv
Drink;potable;eqv
Product;product;eqv
Manna;miraculous_food;eqv
Products;product;eqv
Dairy Products;dairy_product;eqv
Food Product;food_product;eqv
Drink;crapulence;eqv
Food;food;eqv
color;coloring;eqv
Yogurt;yoghourt;eqv
Food Product;foodstuff;eqv
byproducts;byproduct;eqv
Meal;meal;eqv
Meat;meat;eqv
Coffee;java;eqv
byproducts;spin-off;eqv
Beverages;drink;eqv
food products;food_product;eqv
milk;milk;eqv
Nuts;egg;eqv
Cocoa;hot_chocolate;eqv
Nuts;eggs;eqv
Fastener;fixings;eqv
Chocolate;coffee;eqv
Water;water;eqv
Manna;manna;eqv
Food;nutrient;eqv
Chocolate;hot_chocolate;eqv
Food preservation;Food preservation;eqv
Milk;milk;eqv
Soft_drink;soft_drink;eqv
Beverages;drinkable;eqv
Beverages;potable;eqv
food products;foodstuff;eqv
Products;production;eqv
fruits;fruit;eqv
Dairy Product;dairy_product;eqv
byproducts;by-product;eqv
Product;production;eqv
Tea;tea;eqv
Toast;pledge;eqv
grains;food_grain;eqv
Fruit juices;fruit_crush;eqv
Fruit juice;fruit_juice;eqv
Cereals;grain;eqv
food fortification;Food fortification;eqv
flours;flour;eqv
Pasta;alimentary_paste;eqv
Book;book;eqv
Drink;beverage;eqv
Butter;butter;eqv
Beverage;beverage;eqv
Bathroom;Cans;eqv
Cereals;cereal;eqv
feeds;feed;eqv
Dairy_product;dairy_product;eqv
Yogurt;yogurt;eqv
Ingredient;fixings;eqv
Fruit;fruit;eqv
Drink;deglutition;eqv
Drink;swallow;eqv
color;colouring;eqv
Fish processing;Fish processing;eqv
Brewing;brewing;eqv
Manna;manna_from_heaven;eqv
Cheese;cheese;eqv
Drink;drinking;eqv
Food;solid_food;eqv
Drink;boozing;eqv
Juice;juice;eqv
fruits;yield;eqv
Grocery_store;grocery;eqv
Food processing;Food processing;eqv
Cocoa;drinking_chocolate;eqv
Cocoa;chocolate;eqv
Beverages;beverage;eqv
Cocoa;cocoa;eqv
Drink;drunkenness;eqv
Fruit juices;fruit_juice;eqv
Health Food;health_food;eqv
fish;fish;eqv
grains;grain;eqv
Chocolate;drinking_chocolate;eqv
eggs;egg;eqv
Chocolate;chocolate;eqv
Toast;toast;eqv
eggs;eggs;eqv
grains;cereal;eqv
Menu;fare;eqv
Bread;breadstuff;eqv
Applesauce;wish-wash;eqv
Beverage;drink;eqv
American_cheese;food;hypo
Angel_food_cake;food;hypo
Apple_cake;food;hypo
Apple_cake;food_product;hypo
Apple_cake;foodstuff;hypo
Bacon_and_cabbage;food;hypo
Bacon_and_cabbage;food_product;hypo
Bacon_and_cabbage;foodstuff;hypo
Barm_cake;food;hypo
Barm_cake;food_product;hypo
Barm_cake;foodstuff;hypo
Beer;food;hypo
Beer;food_product;hypo
Beer;foodstuff;hypo
Beer_bread;food;hypo
Beer_bread;food_product;hypo
Beer_bread;foodstuff;hypo
Black_Forest_cake;food;hypo
Black_Forest_cake;food_product;hypo
Black_Forest_cake;foodstuff;hypo
Bread;food;hypo
Bread;food_product;hypo
Bread;foodstuff;hypo
Bread_crumbs;food;hypo
Bread_crumbs;food_product;hypo
Bread_crumbs;foodstuff;hypo
Bread_sauce;food;hypo
Bread_sauce;food_product;hypo
Bread_sauce;foodstuff;hypo
Bundt_cake;food;hypo
Bundt_cake;food_product;hypo
Bundt_cake;foodstuff;hypo
Butter_cake;food;hypo
Butter_cake;food_product;hypo
Butter_cake;foodstuff;hypo
Buttermilk;food;hypo
Buttermilk;food_product;hypo
Buttermilk;foodstuff;hypo
Cake;food;hypo
Cake;food_product;hypo
Cake;foodstuff;hypo
Calzone;food;hypo
Calzone;food_product;hypo
Calzone;foodstuff;hypo
Carrot_cake;food;hypo
Carrot_cake;food_product;hypo
Carrot_cake;foodstuff;hypo
Cheddar_cheese;food;hypo
Cheddar_cheese;food_product;hypo
Cheddar_cheese;foodstuff;hypo
Cheese;food;hypo
Cheese;food_product;hypo
Cheese;foodstuff;hypo
Cheese_bun;food;hypo
Cheese_bun;food_product;hypo
Cheese_bun;foodstuff;hypo
Cheesecake;food;hypo
Cheesecake;food_product;hypo
Cheesecake;foodstuff;hypo
Chesdale_Cheese;food;hypo
Chesdale_Cheese;food_product;hypo
Chesdale_Cheese;foodstuff;hypo
Chocolate_Crunchies;food;hypo
Chocolate_Crunchies;food_product;hypo
Chocolate_Crunchies;foodstuff;hypo
Chocolate_brownie;food;hypo
Chocolate_brownie;food_product;hypo
Chocolate_brownie;foodstuff;hypo
Chocolate_cake;food;hypo
Chocolate_cake;food_product;hypo
Chocolate_cake;foodstuff;hypo
Chocolate_chip;food;hypo
Chocolate_chip;food_product;hypo
Chocolate_chip;foodstuff;hypo
Christmas_cake;food;hypo
Christmas_cake;food_product;hypo
Christmas_cake;foodstuff;hypo
Clam_liquor;food;hypo
Clam_liquor;food_product;hypo
Clam_liquor;foodstuff;hypo
Coconut_cream;food;hypo
Coconut_cream;food_product;hypo
Coconut_cream;foodstuff;hypo
Coconut_milk;food;hypo
Coconut_milk;food_product;hypo
Coconut_milk;foodstuff;hypo
Coffee;food;hypo
Coffee;food_product;hypo
Coffee;foodstuff;hypo
Coquetdale_cheese;food;hypo
Coquetdale_cheese;food_product;hypo
Coquetdale_cheese;foodstuff;hypo
Cranberry_sauce;food;hypo
Cranberry_sauce;food_product;hypo
Cranberry_sauce;foodstuff;hypo
Cream_cheese;food;hypo
Cream_cheese;food_product;hypo
Cream_cheese;foodstuff;hypo
Crustless_bread;food;hypo
Crustless_bread;food_product;hypo
Crustless_bread;foodstuff;hypo
Curry;food;hypo
Curry;food_product;hypo
Curry;foodstuff;hypo
Green_sauce;food;hypo
Green_sauce;food_product;hypo
Green_sauce;foodstuff;hypo
Ham;food;hypo
Ham;food_product;hypo
Ham;foodstuff;hypo
Hawaiian_pizza;food;hypo
Hawaiian_pizza;food_product;hypo
Hawaiian_pizza;foodstuff;hypo
Hollandaise_sauce;food;hypo
Hollandaise_sauce;food_product;hypo
Hollandaise_sauce;foodstuff;hypo
Pasta;food;hypo
Pasta;food_product;hypo
Pasta;foodstuff;hypo
Ricotta;food;hypo
Ricotta;food_product;hypo
Ricotta;foodstuff;hypo
Soup;food;hypo
Soup;food_product;hypo
Soup;foodstuff;hypo
Focaccia;food;hypo
Focaccia;food_product;hypo
Focaccia;foodstuff;hypo
Baby beef;food;hypo
Beef;food;hypo
Buffalo meat;food;hypo
Camel meat;food;hypo
Chilled meat;food;hypo
DFD meat;food;hypo
Deboned meat;food;hypo
Fat products;food;hypo
Game meat;food;hypo
Goat meat;food;hypo
Horse meat;food;hypo
Lamb meat;food;hypo
Meat;food;hypo
Meat cuts;food;hypo
Mutton;food;hypo
PSE meat;food;hypo
Pork;food;hypo
Rabbit meat;food;hypo
milk;food;hypo
poultry meat;food;hypo
Pork;meat;hypo
Rabbit meat;food;hypo
Rabbit meat;meat;hypo
poultry meat;food;hypo
poultry meat;meat;hypo
Baby beef;meat;hypo
Beef;meat;hypo
Buffalo meat;meat;hypo
Camel meat;meat;hypo
Chilled meat;meat;hypo
DFD meat;meat;hypo
Deboned meat;meat;hypo
Fat products;meat;hypo
Game meat;meat;hypo
Goat meat;meat;hypo
Horse meat;meat;hypo
Lamb meat;meat;hypo
Meat;meat;hypo
Meat cuts;meat;hypo
Mutton;meat;hypo
PSE meat;meat;hypo
Pork;meat;hypo
Rabbit meat;meat;hypo
poultry meat;meat;hypo
Fish processing;Food processing;eqv
Fish processing;meat;eqv
Food preservation;Food preservation;eqv
Food preservation;Food processing;hypo
minimal processing (of food);Food processing;hypo
Food preservation;High-pressure food preservation;hyper
Livestock products;Food storage;rel
Winemaking;Food processing;hypo
Food preservation;prepackaged meal;rel
Food preservation;packaged_goods;rel
Food preservation;packaging;rel
Course;meal;eqv
Diet;Dietary supplement;rel
Diet;meal;rel
Method;Boiling;hyper
Method;Canning;hyper
Method;Cooling;hyper
Method;Curing;hyper
Method;Fermentation;hyper
Method;frappe;hyper
Technique;Boiling;hyper
Technique;Canning;hyper
Technique;Cooling;hyper
Technique;Curing;hyper
Technique;Fermentation;hyper
Method;Flexible packaging;hyper
Method;Freezing;hyper
Method;Heating;hyper
Method;High-pressure food preservation;hyper
Method;Jellying;hyper
Method;Jugging;hyper
Method;Pickling;hyper
Method;Salting;hyper
Method;Smoking;hyper
Method;Sugaring;hyper
Technique;Flexible packaging;hyper
Technique;Freezing;hyper
Technique;Heating;hyper
Technique;High-pressure food preservation;hyper
Technique;Jellying;hyper
Technique;Jugging;hyper
Technique;Pickling;hyper
Technique;Salting;hyper
Technique;Smoking;hyper
Technique;Sugaring;hyper
Method;boiling;hyper
Method;boozing;hyper
Method;breeding;hyper
Method;brewing;hyper
Method;broiling;hyper
Method;canalisation;hyper
Method;canning;hyper
Method;colouring;hyper
Method;devising;hyper
Method;emulsification;hyper
Method;food_coloring;hyper
Method;food_colouring;hyper
Method;freezing;hyper
Method;grilling;hyper
Method;pasteurization;hyper
Technique;boiling;hyper
Technique;boozing;hyper
Technique;breeding;hyper
Technique;brewing;hyper
Technique;broiling;hyper
Technique;canalisation;hyper
Technique;canning;hyper
Technique;colouring;hyper
Technique;devising;hyper
Technique;emulsification;hyper
Technique;food_coloring;hyper
Technique;food_colouring;hyper
Technique;freezing;hyper
Technique;grilling;hyper
Technique;pasteurization;hyper
Technique;cooking techniques;hyper
Animal fats;food;hypo
Animal fats;food_product;hypo
Animal fats;foodstuff;hypo
Baby foods;food;hypo
Baby foods;food_product;hypo
Baby foods;foodstuff;hypo
Bacon;food;hypo
Bacon;food_product;hypo
Bacon;foodstuff;hypo
Baking goods and other ingredients;food;hypo
Baking goods and other ingredients;food_product;hypo
Baking goods and other ingredients;foodstuff;hypo
Barley products;food;hypo
Barley products;food_product;hypo
Barley products;foodstuff;hypo
Beef carcase meat;food;hypo
Beef carcase meat;food_product;hypo
Beef carcase meat;foodstuff;hypo
Beef offal;food;hypo
Beef offal;food_product;hypo
Beef offal;foodstuff;hypo
Beer;food;hypo
Beer;food_product;hypo
Beer;foodstuff;hypo
Berries;food;hypo
Berries;food_product;hypo
Berries;foodstuff;hypo
Beverages (Non-Milk);food;hypo
Beverages (Non-Milk);food_product;hypo
Beverages (Non-Milk);foodstuff;hypo
Brassicas;food;hypo
Brassicas;food_product;hypo
Brassicas;foodstuff;hypo
Breakfast cereals;food;hypo
Breakfast cereals;food_product;hypo
Breakfast cereals;foodstuff;hypo
Buckwheat products;food;hypo
Buckwheat products;food_product;hypo
Buckwheat products;foodstuff;hypo
Bulb vegetables;food;hypo
Bulb vegetables;food_product;hypo
Bulb vegetables;foodstuff;hypo
Butter;food;hypo
Butter;food_product;hypo
Butter;foodstuff;hypo
Canned fish;food;hypo
Canned fish;food_product;hypo
Canned fish;foodstuff;hypo
Carbohydrate protein or fat-rich products;food;hypo
Carbohydrate protein or fat-rich products;food_product;hypo
Carbohydrate protein or fat-rich products;foodstuff;hypo
Cheese;food;hypo
Cheese;food_product;hypo
Cheese;foodstuff;hypo
Cheese substitutes;food;hypo
Cheese substitutes;food_product;hypo
Cheese substitutes;foodstuff;hypo
Chicken;food;hypo
Chicken;food_product;hypo
Chicken;foodstuff;hypo
Chicken eggs;food;hypo
Chicken eggs;food_product;hypo
Chicken eggs;foodstuff;hypo
Chocolate and chocolate products;food;hypo
Chocolate and chocolate products;food_product;hypo
Chocolate and chocolate products;foodstuff;hypo
Citrus fruit;food;hypo
Citrus fruit;food_product;hypo
Citrus fruit;foodstuff;hypo
Clupeiformes;food;hypo
Clupeiformes;food_product;hypo
Clupeiformes;foodstuff;hypo
Cocktails;food;hypo
Cocktails;food_product;hypo
Cocktails;foodstuff;hypo
Compound fats and oils;food;hypo
Compound fats and oils;food_product;hypo
Compound fats and oils;foodstuff;hypo
Condiments seasoning and extracts;food;hypo
Condiments seasoning and extracts;food_product;hypo
Condiments seasoning and extracts;foodstuff;hypo
Confectionery bars;food;hypo
Confectionery bars;food_product;hypo
Confectionery bars;foodstuff;hypo
Cooked sausages (Kochwurst);food;hypo
Cooked sausages (Kochwurst);food_product;hypo
Cooked sausages (Kochwurst);foodstuff;hypo
Cream;food;hypo
Cream;food_product;hypo
Cream;foodstuff;hypo
Crustaceans;food;hypo
Crustaceans;food_product;hypo
Crustaceans;foodstuff;hypo
Cypriniformes;food;hypo
Cypriniformes;food_product;hypo
Cypriniformes;foodstuff;hypo
Dessert wine;food;hypo
Dessert wine;food_product;hypo
Dessert wine;foodstuff;hypo
Dilution drinks;food;hypo
Dilution drinks;food_product;hypo
Dilution drinks;foodstuff;hypo
Dry smoked sausages (Rohwurst);food;hypo
Dry smoked sausages (Rohwurst);food_product;hypo
Dry smoked sausages (Rohwurst);foodstuff;hypo
Duck;food;hypo
Duck;food_product;hypo
Duck;foodstuff;hypo
Duck eggs;food;hypo
Duck eggs;food_product;hypo
Duck eggs;foodstuff;hypo
Edible fungi;food;hypo
Edible fungi;food_product;hypo
Edible fungi;foodstuff;hypo
Egg and Egg Products;food;hypo
Egg and Egg Products;food_product;hypo
Egg and Egg Products;foodstuff;hypo
Enteral foods;food;hypo
Enteral foods;food_product;hypo
Enteral foods;foodstuff;hypo
Fat spread;food;hypo
Fat spread;food_product;hypo
Fat spread;foodstuff;hypo
Fat-modified foods;food;hypo
Fat-modified foods;food_product;hypo
Fat-modified foods;foodstuff;hypo
Fats and Oils;food;hypo
Fats and Oils;food_product;hypo
Fats and Oils;foodstuff;hypo
Fish and Fish Products;food;hypo
Fish and Fish Products;food_product;hypo
Fish and Fish Products;foodstuff;hypo
Fish products;food;hypo
Fish products;food_product;hypo
Fish products;foodstuff;hypo
Fresh and lightly cooked sausages (Bratwurst);food;hypo
Fresh and lightly cooked sausages (Bratwurst);food_product;hypo
Fresh and lightly cooked sausages (Bratwurst);foodstuff;hypo
Frogs;food;hypo
Frogs;food_product;hypo
Frogs;foodstuff;hypo
Fruit and Fruit Products;food;hypo
Fruit and Fruit Products;food_product;hypo
Fruit and Fruit Products;foodstuff;hypo
Fruit jams jellies and marmalades;food;hypo
Fruit jams jellies and marmalades;food_product;hypo
Fruit jams jellies and marmalades;foodstuff;hypo
Fruit juice;food;hypo
